userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled
2470572,gate_30,15,2.772588722239781,1,1,3,2,-0.07079661492105134,1.112909772772301,2.0881350424523637,2.071339349039964
2470687,gate_40,33,3.5263605246161616,1,0,1,3,0.4318551015396127,1.112909772772301,-0.47889623021007877,0.17117880488574516
2470689,gate_30,74,4.31748811353631,1,0,1,4,0.9594174742051998,1.112909772772301,-0.47889623021007877,0.17117880488574516
2470784,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2470913,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2470917,gate_30,39,3.6888794541139363,1,0,1,3,0.5402306319214399,1.112909772772301,-0.47889623021007877,0.17117880488574516
2471097,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471284,gate_30,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471315,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471345,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471454,gate_40,2,1.0986122886681098,0,1,2,1,-1.1870855567424012,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2471566,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471595,gate_40,60,4.110873864173311,1,0,1,4,0.8216370388531155,1.112909772772301,-0.47889623021007877,0.17117880488574516
2471686,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2471690,gate_40,39,3.6888794541139363,1,0,1,3,0.5402306319214399,1.112909772772301,-0.47889623021007877,0.17117880488574516
2471696,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2472031,gate_40,119,4.787491742782046,1,0,1,4,1.2728387646253274,1.112909772772301,-0.47889623021007877,0.17117880488574516
2472039,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2472093,gate_30,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
2472159,gate_40,12,2.5649493574615367,0,0,0,2,-0.20926064711427386,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2472162,gate_30,21,3.091042453358316,0,0,0,3,0.14156382898967226,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2472399,gate_40,80,4.394449154672439,1,0,1,4,1.010738841369262,1.112909772772301,-0.47889623021007877,0.17117880488574516
2472529,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2472584,gate_40,101,4.624972813284271,1,1,3,4,1.1644632342435,1.112909772772301,2.0881350424523637,2.071339349039964
2472693,gate_40,56,4.04305126783455,1,0,1,4,0.7764096313578769,1.112909772772301,-0.47889623021007877,0.17117880488574516
2473051,gate_40,132,4.890349128221754,1,1,3,4,1.341429074290572,1.112909772772301,2.0881350424523637,2.071339349039964
2473135,gate_40,5,1.791759469228055,0,1,2,1,-0.724861288111092,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2473267,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2473334,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2473463,gate_40,29,3.4011973816621555,1,0,1,3,0.34839022736270886,1.112909772772301,-0.47889623021007877,0.17117880488574516
2473541,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2473542,gate_30,6,1.9459101490553132,1,0,1,2,-0.6220661138097063,1.112909772772301,-0.47889623021007877,0.17117880488574516
2473744,gate_40,30,3.4339872044851463,1,0,1,3,0.37025607677821604,1.112909772772301,-0.47889623021007877,0.17117880488574516
2473909,gate_30,19,2.995732273553991,0,0,0,3,0.07800636329013047,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2474303,gate_40,14,2.70805020110221,1,0,1,2,-0.11383404126860064,1.112909772772301,-0.47889623021007877,0.17117880488574516
2474341,gate_30,158,5.0689042022202315,1,1,3,5,1.4604982861463909,1.112909772772301,2.0881350424523637,2.071339349039964
2474445,gate_30,213,5.365976015021851,1,1,3,5,1.658600226476408,1.112909772772301,2.0881350424523637,2.071339349039964
2474517,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2474759,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2474896,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2474901,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475010,gate_30,377,5.934894195619588,1,1,3,5,2.0379825529332662,1.112909772772301,2.0881350424523637,2.071339349039964
2475026,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475156,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475210,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475247,gate_40,226,5.424950017481403,0,0,0,5,1.6979269609992356,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475384,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475534,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475611,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2475723,gate_30,532,6.278521424165844,1,1,3,6,2.2671299098745252,1.112909772772301,2.0881350424523637,2.071339349039964
2475759,gate_40,69,4.248495242049359,1,0,1,4,0.9134096702954041,1.112909772772301,-0.47889623021007877,0.17117880488574516
2475965,gate_40,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476048,gate_40,11,2.4849066497880004,1,0,1,2,-0.26263701947978246,1.112909772772301,-0.47889623021007877,0.17117880488574516
2476094,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476142,gate_40,293,5.683579767338681,1,1,3,5,1.8703938631620733,1.112909772772301,2.0881350424523637,2.071339349039964
2476256,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476292,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476455,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476526,gate_30,58,4.07753744390572,1,0,1,4,0.7994066916640441,1.112909772772301,-0.47889623021007877,0.17117880488574516
2476640,gate_40,126,4.844187086458591,0,0,0,4,1.3106459785918072,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476803,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2476919,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2477104,gate_40,33,3.5263605246161616,1,0,1,3,0.4318551015396127,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477109,gate_40,15,2.772588722239781,1,0,1,2,-0.07079661492105134,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477312,gate_30,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477410,gate_40,7,2.0794415416798357,1,0,1,2,-0.5330208835523608,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477413,gate_30,34,3.5553480614894135,1,0,1,3,0.4511854016640943,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477431,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2477551,gate_40,22,3.1354942159291497,1,0,1,3,0.17120642730057925,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477575,gate_40,37,3.6375861597263857,1,0,1,3,0.5060257672852985,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477823,gate_40,24,3.2188758248682006,1,0,1,3,0.2268093415013123,1.112909772772301,-0.47889623021007877,0.17117880488574516
2477892,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478008,gate_30,107,4.68213122712422,1,1,3,4,1.202579245927993,1.112909772772301,2.0881350424523637,2.071339349039964
2478010,gate_40,17,2.8903717578961645,0,0,0,3,0.007746844592795635,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478132,gate_30,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478193,gate_30,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
2478204,gate_30,62,4.143134726391533,0,1,2,4,0.8431501515980689,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2478274,gate_40,21,3.091042453358316,1,0,1,3,0.14156382898967226,1.112909772772301,-0.47889623021007877,0.17117880488574516
2478562,gate_40,94,4.553876891600541,1,0,1,4,1.11705301412779,1.112909772772301,-0.47889623021007877,0.17117880488574516
2478655,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478828,gate_40,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
2478893,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478906,gate_40,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2478967,gate_30,29,3.4011973816621555,0,0,0,3,0.34839022736270886,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479125,gate_40,271,5.605802066295998,1,1,3,5,1.8185279074335412,1.112909772772301,2.0881350424523637,2.071339349039964
2479357,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479419,gate_30,31,3.4657359027997265,1,0,1,3,0.3914276537102581,1.112909772772301,-0.47889623021007877,0.17117880488574516
2479532,gate_40,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479610,gate_40,54,4.007333185232471,0,0,0,4,0.7525910758321636,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479736,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479755,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479801,gate_40,163,5.099866427824199,1,1,3,5,1.4811454048051296,1.112909772772301,2.0881350424523637,2.071339349039964
2479806,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479809,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479819,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479853,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2479958,gate_30,128,4.859812404361672,1,1,3,4,1.3210657008996274,1.112909772772301,2.0881350424523637,2.071339349039964
2480059,gate_40,14,2.70805020110221,0,1,2,2,-0.11383404126860064,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2480091,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2480226,gate_40,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2480272,gate_30,9,2.302585092994046,1,0,1,2,-0.3842179053411787,1.112909772772301,-0.47889623021007877,0.17117880488574516
2480393,gate_30,70,4.2626798770413155,0,0,0,4,0.9228686751342645,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2480535,gate_30,55,4.02535169073515,1,0,1,4,0.7646066920842223,1.112909772772301,-0.47889623021007877,0.17117880488574516
2480701,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2480797,gate_30,39,3.6888794541139363,1,0,1,3,0.5402306319214399,1.112909772772301,-0.47889623021007877,0.17117880488574516
2480821,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2480890,gate_30,77,4.356708826689592,1,0,1,4,0.9855717542209231,1.112909772772301,-0.47889623021007877,0.17117880488574516
2481103,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2481587,gate_40,21,3.091042453358316,1,0,1,3,0.14156382898967226,1.112909772772301,-0.47889623021007877,0.17117880488574516
2481700,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2481707,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482094,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482160,gate_30,18,2.9444389791664403,1,0,1,3,0.04380149865398903,1.112909772772301,-0.47889623021007877,0.17117880488574516
2482207,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482249,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482268,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482454,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482474,gate_40,70,4.2626798770413155,0,0,0,4,0.9228686751342645,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2482484,gate_40,15,2.772588722239781,1,0,1,2,-0.07079661492105134,1.112909772772301,-0.47889623021007877,0.17117880488574516
2482648,gate_40,43,3.784189633918261,1,0,1,3,0.6037880976209814,1.112909772772301,-0.47889623021007877,0.17117880488574516
2483104,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2483271,gate_40,31,3.4657359027997265,0,0,0,3,0.3914276537102581,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2483344,gate_40,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2483416,gate_40,25,3.258096538021482,0,0,0,3,0.2529636215170356,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2483501,gate_30,114,4.74493212836325,1,1,3,4,1.24445794277438,1.112909772772301,2.0881350424523637,2.071339349039964
2483690,gate_40,36,3.6109179126442243,1,1,3,3,0.48824208245046563,1.112909772772301,2.0881350424523637,2.071339349039964
2483774,gate_30,52,3.970291913552122,1,1,3,4,0.7278901534425033,1.112909772772301,2.0881350424523637,2.071339349039964
2483948,gate_40,78,4.3694478524670215,1,1,3,4,0.9940667564920009,1.112909772772301,2.0881350424523637,2.071339349039964
2484099,gate_40,147,4.997212273764115,1,1,3,4,1.4126906197130844,1.112909772772301,2.0881350424523637,2.071339349039964
2484187,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2484401,gate_40,4,1.6094379124341003,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2484457,gate_30,216,5.37989735354046,1,1,3,5,1.6678836524147989,1.112909772772301,2.0881350424523637,2.071339349039964
2484506,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2484665,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2484735,gate_40,30,3.4339872044851463,1,0,1,3,0.37025607677821604,1.112909772772301,-0.47889623021007877,0.17117880488574516
2484885,gate_30,40,3.713572066704308,1,0,1,3,0.5566968675425106,1.112909772772301,-0.47889623021007877,0.17117880488574516
2484927,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2484992,gate_30,76,4.343805421853684,1,0,1,4,0.9769671359949456,1.112909772772301,-0.47889623021007877,0.17117880488574516
2485113,gate_40,102,4.634728988229636,1,0,1,4,1.170969126433839,1.112909772772301,-0.47889623021007877,0.17117880488574516
2485121,gate_40,130,4.875197323201151,1,1,3,4,1.3313251134139878,1.112909772772301,2.0881350424523637,2.071339349039964
2485151,gate_40,104,4.653960350157523,0,1,2,4,1.183793534367982,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2485295,gate_40,26,3.295836866004329,0,0,0,3,0.27813070866537404,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2485408,gate_40,16,2.833213344056216,0,0,0,3,-0.03036916709169677,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2485450,gate_40,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2485601,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2485726,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2485929,gate_30,99,4.605170185988092,1,0,1,4,1.1512578787639316,1.112909772772301,-0.47889623021007877,0.17117880488574516
2486076,gate_30,34,3.5553480614894135,1,0,1,3,0.4511854016640943,1.112909772772301,-0.47889623021007877,0.17117880488574516
2486559,gate_40,33,3.5263605246161616,0,0,0,3,0.4318551015396127,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2486909,gate_30,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.47889623021007877,0.17117880488574516
2486926,gate_30,33,3.5263605246161616,1,0,1,3,0.4318551015396127,1.112909772772301,-0.47889623021007877,0.17117880488574516
2486992,gate_40,712,6.569481420414296,1,1,3,6,2.4611561935250843,1.112909772772301,2.0881350424523637,2.071339349039964
2487006,gate_30,15,2.772588722239781,0,0,0,2,-0.07079661492105134,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2487519,gate_30,116,4.762173934797756,1,1,3,4,1.2559556182935017,1.112909772772301,2.0881350424523637,2.071339349039964
2487622,gate_40,68,4.23410650459726,0,0,0,4,0.9038145600044671,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2487712,gate_30,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2487900,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2487923,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488002,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488008,gate_30,20,3.044522437723423,0,0,0,3,0.11054201889418142,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488079,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488169,gate_40,337,5.823045895483019,1,1,3,5,1.9633966638490508,1.112909772772301,2.0881350424523637,2.071339349039964
2488217,gate_40,20,3.044522437723423,1,0,1,3,0.11054201889418142,1.112909772772301,-0.47889623021007877,0.17117880488574516
2488253,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488363,gate_40,11,2.4849066497880004,0,0,0,2,-0.26263701947978246,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488435,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488443,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488623,gate_40,36,3.6109179126442243,0,0,0,3,0.48824208245046563,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2488688,gate_40,12,2.5649493574615367,1,0,1,2,-0.20926064711427386,1.112909772772301,-0.47889623021007877,0.17117880488574516
2488763,gate_40,425,6.054439346269371,1,1,3,5,2.1177010764694617,1.112909772772301,2.0881350424523637,2.071339349039964
2488815,gate_30,26,3.295836866004329,1,0,1,3,0.27813070866537404,1.112909772772301,-0.47889623021007877,0.17117880488574516
2489247,gate_40,16,2.833213344056216,1,0,1,3,-0.03036916709169677,1.112909772772301,-0.47889623021007877,0.17117880488574516
2489430,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2489498,gate_30,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2489538,gate_30,56,4.04305126783455,1,1,3,4,0.7764096313578769,1.112909772772301,2.0881350424523637,2.071339349039964
2489587,gate_40,33,3.5263605246161616,1,0,1,3,0.4318551015396127,1.112909772772301,-0.47889623021007877,0.17117880488574516
2489641,gate_40,14,2.70805020110221,0,0,0,2,-0.11383404126860064,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2489800,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2489869,gate_40,74,4.31748811353631,1,0,1,4,0.9594174742051998,1.112909772772301,-0.47889623021007877,0.17117880488574516
2489995,gate_40,128,4.859812404361672,1,0,1,4,1.3210657008996274,1.112909772772301,-0.47889623021007877,0.17117880488574516
2490070,gate_40,29,3.4011973816621555,0,0,0,3,0.34839022736270886,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2490260,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2490637,gate_40,19,2.995732273553991,1,0,1,3,0.07800636329013047,1.112909772772301,-0.47889623021007877,0.17117880488574516
2490663,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2490735,gate_40,49,3.912023005428146,1,1,3,3,0.6890336101326218,1.112909772772301,2.0881350424523637,2.071339349039964
2490847,gate_40,87,4.477336814478207,1,0,1,4,1.0660123662522911,1.112909772772301,-0.47889623021007877,0.17117880488574516
2490874,gate_40,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2491064,gate_30,196,5.2832037287379885,1,0,1,5,1.603403638271876,1.112909772772301,-0.47889623021007877,0.17117880488574516
2491575,gate_30,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2491792,gate_30,31,3.4657359027997265,0,0,0,3,0.3914276537102581,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2491795,gate_40,114,4.74493212836325,1,0,1,4,1.24445794277438,1.112909772772301,-0.47889623021007877,0.17117880488574516
2491892,gate_40,7,2.0794415416798357,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2491985,gate_40,63,4.1588830833596715,1,0,1,4,0.8536519223415673,1.112909772772301,-0.47889623021007877,0.17117880488574516
2492052,gate_30,10,2.3978952727983707,1,0,1,2,-0.3206604396416372,1.112909772772301,-0.47889623021007877,0.17117880488574516
2492376,gate_30,18,2.9444389791664403,0,0,0,3,0.04380149865398903,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2492392,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2492399,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2492585,gate_40,42,3.7612001156935624,1,0,1,3,0.5884575681957398,1.112909772772301,-0.47889623021007877,0.17117880488574516
2492702,gate_40,16,2.833213344056216,1,1,3,3,-0.03036916709169677,1.112909772772301,2.0881350424523637,2.071339349039964
2493016,gate_30,28,3.367295829986474,0,1,2,3,0.32578302305135387,-0.8985454386917293,2.0881350424523637,1.1212590769628545
2493021,gate_40,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493088,gate_30,23,3.1780538303479458,0,0,0,3,0.19958724915152704,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493109,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493172,gate_30,47,3.871201010907891,0,0,0,3,0.6618115177828365,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493314,gate_30,22,3.1354942159291497,0,0,0,3,0.17120642730057925,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493327,gate_30,203,5.318119993844216,1,1,3,5,1.6266875028748096,1.112909772772301,2.0881350424523637,2.071339349039964
2493348,gate_30,6,1.9459101490553132,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2493578,gate_40,29,3.4011973816621555,1,1,3,3,0.34839022736270886,1.112909772772301,2.0881350424523637,2.071339349039964
2493949,gate_40,118,4.77912349311153,1,1,3,4,1.2672584085448861,1.112909772772301,2.0881350424523637,2.071339349039964
2494119,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2494168,gate_30,13,2.6390573296152584,0,0,0,2,-0.15984184517839695,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2494248,gate_40,8,2.1972245773362196,0,0,0,2,-0.45447742403851354,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
2494284,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.47889623021007877,-0.7789014671913643
