userid,version,sum_gamerounds,log_gamerounds,retention_1_int,retention_7_int,retention_score,engagement_tier_code,log_gamerounds_scaled,retention_1_int_scaled,retention_7_int_scaled,retention_score_scaled,cluster_id,segment_name
3069802,gate_30,19,2.995732273553991,1,0,1,3,0.0780063632901304,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3069879,gate_40,109,4.700480365792417,0,0,0,4,1.214815344463473,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3070011,gate_30,1,0.6931471805599453,1,0,1,1,-1.4574694208149794,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3070066,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3070128,gate_40,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3070164,gate_30,372,5.921578419643816,1,1,3,5,2.0291029455651928,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3070357,gate_40,62,4.143134726391533,0,0,0,4,0.8431501515980689,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3070381,gate_40,20,3.044522437723423,1,0,1,3,0.1105420188941814,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3070395,gate_30,21,3.091042453358316,1,0,1,3,0.1415638289896722,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3070416,gate_40,39,3.688879454113936,1,0,1,3,0.5402306319214399,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3070972,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071063,gate_30,18,2.9444389791664403,1,0,1,3,0.043801498653989,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3071120,gate_30,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3071194,gate_40,184,5.220355825078324,1,1,3,5,1.561493597924266,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3071199,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071251,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071272,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071454,gate_30,6,1.9459101490553128,0,0,0,2,-0.6220661138097063,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071549,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3071699,gate_40,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3071778,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3072168,gate_40,172,5.153291594497779,1,1,3,5,1.5167719056187845,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3072789,gate_30,42,3.7612001156935615,1,0,1,3,0.5884575681957398,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3072961,gate_30,33,3.5263605246161616,0,1,2,3,0.4318551015396127,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3073033,gate_40,2,1.0986122886681098,1,0,1,1,-1.1870855567424012,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3073062,gate_30,49,3.912023005428146,1,0,1,3,0.6890336101326218,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3073133,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3073302,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3073334,gate_30,26,3.295836866004329,1,0,1,3,0.278130708665374,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3073440,gate_30,162,5.093750200806762,0,1,2,5,1.4770668070134834,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3073512,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3073592,gate_40,140,4.948759890378168,1,0,1,4,1.3803802127719196,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3073593,gate_30,33,3.5263605246161616,0,1,2,3,0.4318551015396127,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3073696,gate_30,19,2.995732273553991,0,0,0,3,0.0780063632901304,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3073853,gate_30,12,2.5649493574615367,1,0,1,2,-0.2092606471142738,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3073903,gate_30,213,5.365976015021851,1,1,3,5,1.658600226476408,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3074004,gate_30,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3074175,gate_40,20,3.044522437723423,1,0,1,3,0.1105420188941814,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3074251,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3074325,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3074427,gate_40,28,3.367295829986474,0,1,2,3,0.3257830230513538,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3074451,gate_40,19,2.995732273553991,1,0,1,3,0.0780063632901304,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3074561,gate_30,68,4.23410650459726,1,1,3,4,0.9038145600044672,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3074588,gate_40,134,4.90527477843843,1,1,3,4,1.3513822241391749,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3074734,gate_40,67,4.219507705176107,1,0,1,4,0.8940793701709222,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3074874,gate_30,23,3.1780538303479458,0,0,0,3,0.199587249151527,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3075069,gate_40,26,3.295836866004329,0,0,0,3,0.278130708665374,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3075327,gate_40,51,3.951243718581428,1,0,1,4,0.715187890148345,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3075347,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3075387,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3075503,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3075763,gate_40,19,2.995732273553991,0,0,0,3,0.0780063632901304,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3075833,gate_40,20,3.044522437723423,0,0,0,3,0.1105420188941814,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3075884,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3076036,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3076205,gate_30,18,2.9444389791664403,0,0,0,3,0.043801498653989,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3076215,gate_30,119,4.787491742782046,1,0,1,4,1.2728387646253274,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3076461,gate_30,24,3.218875824868201,0,0,0,3,0.2268093415013123,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3076613,gate_40,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3076627,gate_30,73,4.30406509320417,1,1,3,4,0.9504663510817756,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3076737,gate_40,159,5.075173815233827,1,0,1,5,1.4646791691840586,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3076824,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3076892,gate_30,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3077044,gate_40,44,3.80666248977032,1,0,1,3,0.6187740914352869,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3077239,gate_40,16,2.833213344056216,0,0,0,3,-0.0303691670916967,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3077246,gate_30,104,4.653960350157523,1,1,3,4,1.183793534367982,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3077306,gate_40,33,3.5263605246161616,1,0,1,3,0.4318551015396127,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3077357,gate_30,104,4.653960350157523,0,1,2,4,1.183793534367982,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3077621,gate_40,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3077688,gate_30,13,2.6390573296152584,0,0,0,2,-0.1598418451783969,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3077755,gate_30,82,4.418840607796598,0,1,2,4,1.0270042492038025,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3077830,gate_30,14,2.70805020110221,1,1,3,2,-0.1138340412686006,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3078331,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3078405,gate_30,105,4.663439094112067,0,0,0,4,1.1901144220738125,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3078615,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3078701,gate_40,95,4.564348191467836,1,0,1,4,1.1240357864141457,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3078718,gate_30,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3078978,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3079058,gate_30,65,4.189654742026425,1,0,1,4,0.8741719616935595,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3079062,gate_30,280,5.638354669333745,1,1,3,5,1.8402355671531017,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3079220,gate_40,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3079231,gate_40,12,2.5649493574615367,0,0,0,2,-0.2092606471142738,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3079258,gate_30,18,2.9444389791664403,1,0,1,3,0.043801498653989,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3079325,gate_30,59,4.0943445622221,1,1,3,4,0.810614495994018,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3079444,gate_40,29,3.4011973816621555,1,1,3,3,0.3483902273627088,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3079570,gate_40,25,3.258096538021482,1,0,1,3,0.2529636215170356,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3079803,gate_30,14,2.70805020110221,0,0,0,2,-0.1138340412686006,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3079876,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3079905,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3080110,gate_40,21,3.091042453358316,0,0,0,3,0.1415638289896722,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3080187,gate_40,376,5.932245187448011,1,1,3,5,2.036216065383369,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3080318,gate_30,59,4.0943445622221,1,0,1,4,0.810614495994018,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3080367,gate_40,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3080368,gate_30,149,5.010635294096256,1,1,3,4,1.4216417428365091,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3080597,gate_30,53,3.9889840465642745,1,1,3,4,0.7403549772966835,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3080643,gate_30,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3080802,gate_30,200,5.303304908059076,1,1,3,5,1.6168080827692344,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3080849,gate_40,3,1.3862943611198906,1,0,1,1,-0.9952451521836702,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3081077,gate_40,18,2.9444389791664403,1,0,1,3,0.043801498653989,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3081169,gate_30,14,2.70805020110221,1,0,1,2,-0.1138340412686006,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3081227,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3081298,gate_30,4,1.6094379124341005,0,0,0,1,-0.8464421739724883,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3081346,gate_40,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3081472,gate_30,21,3.091042453358316,0,1,2,3,0.1415638289896722,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3081521,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3081555,gate_30,7,2.079441541679836,1,0,1,2,-0.5330208835523608,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3081705,gate_40,4,1.6094379124341005,1,0,1,1,-0.8464421739724883,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3082065,gate_30,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3082380,gate_30,48,3.8918202981106265,1,0,1,3,0.6755614618268764,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3082623,gate_30,458,6.129050210060545,1,1,3,5,2.167455231019966,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3082718,gate_30,47,3.871201010907891,1,0,1,3,0.6618115177828365,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3083026,gate_30,28,3.367295829986474,1,1,3,3,0.3257830230513538,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3083418,gate_40,301,5.71042701737487,1,0,1,5,1.888296915876959,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3083424,gate_30,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3083458,gate_40,23,3.1780538303479458,0,0,0,3,0.199587249151527,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3083559,gate_30,526,6.267200548541362,1,1,3,6,2.2595805991328084,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3083852,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3083875,gate_40,27,3.332204510175204,0,0,0,3,0.3023824234529125,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3084442,gate_40,61,4.127134385045092,1,1,3,4,0.8324803454095255,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3084554,gate_40,281,5.641907070938114,1,0,1,5,1.842604481403229,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3084698,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3084786,gate_30,288,5.666426688112432,1,1,3,5,1.8589553552628957,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3084800,gate_40,5,1.791759469228055,1,0,1,1,-0.724861288111092,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3084869,gate_40,30,3.4339872044851463,1,0,1,3,0.370256076778216,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3085219,gate_40,137,4.927253685157205,1,0,1,4,1.3660388286357763,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3086278,gate_30,15,2.772588722239781,0,0,0,2,-0.0707966149210513,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086281,gate_30,852,6.748759547491679,1,1,3,6,2.5807075723577766,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3086306,gate_30,17,2.8903717578961645,1,0,1,3,0.0077468445927956,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3086321,gate_40,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3086418,gate_30,41,3.737669618283368,1,0,1,3,0.5727662875254909,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3086436,gate_40,7,2.079441541679836,0,0,0,2,-0.5330208835523608,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086441,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3086639,gate_30,60,4.110873864173311,0,0,0,4,0.8216370388531155,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086681,gate_40,25,3.258096538021482,0,1,2,3,0.2529636215170356,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3086685,gate_30,83,4.430816798843313,1,1,3,4,1.0349905561568,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3086762,gate_40,62,4.143134726391533,1,0,1,4,0.8431501515980689,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3086827,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086863,gate_30,30,3.4339872044851463,0,0,0,3,0.370256076778216,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086880,gate_30,22,3.1354942159291497,0,0,0,3,0.1712064273005792,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3086966,gate_40,5,1.791759469228055,0,0,0,1,-0.724861288111092,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3086981,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3087062,gate_30,47,3.871201010907891,1,0,1,3,0.6618115177828365,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3087256,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3088039,gate_30,2,1.0986122886681098,0,0,0,1,-1.1870855567424012,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3088335,gate_40,29,3.4011973816621555,1,0,1,3,0.3483902273627088,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3088547,gate_40,15,2.772588722239781,1,0,1,2,-0.0707966149210513,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3088641,gate_40,66,4.204692619390966,1,0,1,4,0.8841999500653466,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3088685,gate_30,13,2.6390573296152584,1,0,1,2,-0.1598418451783969,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3088710,gate_30,10,2.3978952727983707,0,0,0,2,-0.3206604396416372,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3089053,gate_30,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3089054,gate_40,17,2.8903717578961645,1,0,1,3,0.0077468445927956,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089232,gate_30,8,2.19722457733622,1,0,1,2,-0.4544774240385135,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089270,gate_40,24,3.218875824868201,1,0,1,3,0.2268093415013123,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089386,gate_30,48,3.8918202981106265,0,0,0,3,0.6755614618268764,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3089701,gate_40,58,4.07753744390572,1,0,1,4,0.7994066916640441,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089720,gate_30,77,4.356708826689592,1,0,1,4,0.9855717542209232,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089780,gate_40,1,0.6931471805599453,0,0,0,1,-1.4574694208149794,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3089800,gate_30,997,6.905753276311464,1,1,3,6,2.685398630070521,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3089824,gate_30,45,3.828641396489095,1,0,1,3,0.6334306959318887,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3089864,gate_30,52,3.970291913552122,1,1,3,4,0.7278901534425033,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3089905,gate_30,3,1.3862943611198906,0,0,0,1,-0.9952451521836702,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3089923,gate_30,26,3.295836866004329,0,1,2,3,0.278130708665374,-0.8985454386917293,2.088135042452364,1.1212590769628543,1,Loyal Core Champions (D7 Retained)
3090201,gate_40,0,0.0,0,0,0,0,-1.919693689446289,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,0,Immediate Bouncers
3090272,gate_30,223,5.41164605185504,1,1,3,5,1.6890552293468406,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3090324,gate_30,43,3.784189633918261,1,1,3,3,0.6037880976209814,1.112909772772301,2.088135042452364,2.071339349039964,1,Loyal Core Champions (D7 Retained)
3090443,gate_30,9,2.302585092994046,0,0,0,2,-0.3842179053411787,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3090484,gate_40,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3090537,gate_40,46,3.8501476017100575,1,0,1,3,0.6477720800680317,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
3090601,gate_30,8,2.19722457733622,0,0,0,2,-0.4544774240385135,-0.8985454386917293,-0.4788962302100787,-0.7789014671913643,3,Day-0 Bingers (Unretained)
3090687,gate_30,55,4.02535169073515,1,0,1,4,0.7646066920842223,1.112909772772301,-0.4788962302100787,0.1711788048857451,2,Short-Term Adopters (D1 Only)
